Name	Set	ImageFile	Fuerza	Coste	Raza	Tipo	Frecuencia	Habilidad
Kukulcan	LaIradelNahual	IDN-066-126-Kukulcan	2	2	Chaman	Aliado	Vasallo	Una vez por turno, pagando uno de Oro, puedes ver la carta superior de cualquier castillo.
Inti	LaIradelNahual	IDN-067-126-Inti	3	3	Chaman	Aliado	Real	Cuando entra en juego destruye 2 oros de tu oponente. (Carta unica).
Tezcaltlipoca	LaIradelNahual	IDN-068-126-Tezcaltlipoca	1	2	Chaman	Aliado	Cortesano	Cuando entra en juego busca un Totem en tu cementerio y ponlo en tu mano.
Joon	LaIradelNahual	IDN-069-126-Joon	1	3	Chaman	Aliado	Vasallo	Gana +1 de fuerza por cada Aliado que te ataque hasta el final del turno.
Cipatonal y Oxmoco	LaIradelNahual	IDN-070-126-CipatonalyOxmoco	3	4	Chaman	Aliado	Real	Si es destruido, devuelve 3 cartas a eleccion de tu cementerio a tu castillo.
Cunas	LaIradelNahual	IDN-071-126-Cunas	1	1	Guerrero	Aliado	Vasallo	Imbloqueable.
Tlaloques	LaIradelNahual	IDN-072-126-Tlaloques	1	3	Guerrero	Aliado	Real	Gana +2 de fuerza por cada Chaman en juego.
Galvarino	LaIradelNahual	IDN-073-126-Galvarino	3	4	Guerrero	Aliado	Cortesano	Puede llevar un Arma extra.
Cangrejos	LaIradelNahual	IDN-074-126-Cangrejos	2	3	Guerrero	Aliado	Cortesano	Si lleva un Arma es imbloqueable.
Tzitzimime	LaIradelNahual	IDN-075-126-Tzitzimime	2	4	Guerrero	Aliado	Cortesano	Puede atacar cuando entra en juego (Imbloqueable).
Huracan	LaIradelNahual	IDN-076-126-Huracan	3	0	Guerrero	Aliado	Real	Puede atacar cuando entra en juego, al final del turno en que ataque es destruido. (Imbloqueable)
Ruminahui	LaIradelNahual	IDN-077-126-Ruminahui	1	1	Guerrero	Aliado	Vasallo	Puede atacar el turno que entra en juego.
Caupolican	LaIradelNahual	IDN-078-126-Caupolican	2	3	Guerrero	Aliado	Cortesano	Cuando entra en juego busca un Totem en tu cementerio y ponlo en tu mano.
Chacs	LaIradelNahual	IDN-079-126-Chacs	6	0	Guerrero	Aliado	Real	Para entrar en juego descartate de todas las cartas de tu mano. (Carta unica).
Guajiro	LaIradelNahual	IDN-080-126-Guajiro	2	2	Guerrero	Aliado	Vasallo	Cuando ataca gana +1 de fuerza hasta el final del turno.
Cabracan	LaIradelNahual	IDN-081-126-Cabracan	2	3	Guerrero	Aliado	Real	Destruye esta carta y luego destruye un Totem de tu oponente.
Guerrero Aguila	LaIradelNahual	IDN-082-126-GuerreroAguila	2	4	Guerrero	Aliado	Vasallo	Por cada guerrero destruido, gana +1 de fuerza permanentemente.
Lautaro	LaIradelNahual	IDN-083-126-Lautaro	0	4	Guerrero	Aliado	Cortesano	Cuando entra en juego destruye todos tus Aliados en juego. Por cada Aliado destruido, Lautaro gana +1 de fuerza permanentemente (Imbloqueable)
Etsa	LaIradelNahual	IDN-084-126-Etsa	2	2	Guerrero	Aliado	Vasallo	No puede ser bloqueado por Chamanes.
Karib	LaIradelNahual	IDN-085-126-Karib	3	4	Guerrero	Aliado	Vasallo	Llevar Armas en este Aliado te cuesta un Oro menos.
Cihuate Teotl	LaIradelNahual	IDN-086-126-CihuateTeotl	2	3	Guerrero	Aliado	Real	Gana +1 de fuerza por cada arma que tengas en juego.
Namandu	LaIradelNahual	IDN-087-126-Namandu	1	2	Guerrero	Aliado	Vasallo	Cuando entra en juego puedes verle la mano a tu oponente.
Peri Pillan	LaIradelNahual	IDN-088-126-PeriPillan	1	2	Guerrero	Aliado	Cortesano	Puede llevar un Arma extra.
Umoara	LaIradelNahual	IDN-089-126-Umoara	4	4	Guerrero	Aliado	Real	Puede llevar un Arma extra.
Acihuatl	LaIradelNahual	IDN-090-126-Acihuatl	5	5	Guerrero	Aliado	Real	Puede bloquear a mas de un aliado.
Tlaca Tecolotl	LaIradelNahual	IDN-091-126-TlacaTecolotl	3	6	Guerrero	Aliado	Real	Cuando entra en juego, roba 4 cartas de tu castillo y descarta 2 de tu mano.
Centzon Totochtin	LaIradelNahual	IDN-092-126-CentzonTotochtin	3	4	Guerrero	Aliado	Vasallo	Puede llevar un Arma extra.
Ahu Kin	LaIradelNahual	IDN-093-126-AhuKin	1	2	Guerrero	Aliado	Real	Cuando entra en juego destruye un arma en juego.
Quetzalcoatl Retorna	LaIradelNahual	IDN-094-126-QuetzalcoatlRetorna	2	3	Guerrero	Aliado	Vasallo	Gana +1 de fuerza si ataca.
Chasqui	LaIradelNahual	IDN-095-126-Chasqui	4	2	Guerrero	Aliado	Real	No puede atacar. Si recibe dano para ser destruido, puedes pagar un oro para que siga en juego.
Tlazolteotl	LaIradelNahual	IDN-096-126-Tlazolteotl	4	4	Guerrero	Aliado	Real	Cuando entra en juego destruye todos los aliados de todos los jugadores que tengan 2 o menos de fuerza.
Tsachila	LaIradelNahual	IDN-097-126-Tsachila	2	3	Guerrero	Aliado	Vasallo	--
Killa	LaIradelNahual	IDN-098-126-Killa	4	6	Guerrero	Aliado	Vasallo	--
Shuar	LaIradelNahual	IDN-099-126-Shuar	2	2	Guerrero	Aliado	Vasallo	--
Moctezuma	LaIradelNahual	IDN-100-126-Moctezuma	2	0	Guerrero	Aliado	Vasallo	Solo puede bloquear.
Basilisco	LaIradelNahual	IDN-101-126-Basilisco	2	2	Bestia	Aliado	Vasallo	Cuando entra en juego, elige un tipo de Aliado y Basilisco no podrá ser bloqueado por este.
Camahueto	LaIradelNahual	IDN-102-126-Camahueto	3	2	Bestia	Aliado	Vasallo	Despues de atacar vuelve a la linea de defensa.
Cuchivilu	LaIradelNahual	IDN-103-126-Cuchivilu	2	2	Bestia	Aliado	Real	Cuando entra en juego todas tus bestias ganan +1 de fuerza permanentemente.
Cuero	LaIradelNahual	IDN-104-126-Cuero	6	4	Bestia	Aliado	Cortesano	Mientras este en juego todas tus Bestias son imbloqueables.
Caballo Marino	LaIradelNahual	IDN-105-126-CaballoMarino	2	2	Bestia	Aliado	Vasallo	Si ataca gana +1 de fuerza por el turno.
Amaru	LaIradelNahual	IDN-106-126-Amaru	5	5	Bestia	Aliado	Vasallo	--
Chinivilu	LaIradelNahual	IDN-107-126-Chinivilu	2	2	Bestia	Aliado	Vasallo	Si es destruido, una Bestia que elijas gana +2 de fuerza por el resto del juego.
Cuauhtemoc	LaIradelNahual	IDN-108-126-Cuauhtemoc	3	5	Guerrero	Aliado	Cortesano	Si es bloqueado, puedes buscar un Arma en tu castillo y ponerla en tu mano.
Puchao	LaIradelNahual	IDN-109-126-Puchao	--	--	--	Oro	Real	Devuelve un oro a tu mano, luego pon esta carta en tu reserva de oro. Al utilizarlo cuenta como 2 oros.
Tesoro de Guayacan	LaIradelNahual	IDN-110-126-TesorodeGuayacan	--	--	--	Oro	Real	Destruye dos aliados por esta carta en tu reserva de oro. Al utilizarlo cuenta como 3 oros.
Trapelacucha	LaIradelNahual	IDN-111-126-Trapelacucha	--	--	--	Oro	Oro	--
Collar de Mani	LaIradelNahual	IDN-112-126-CollardeMani	--	--	--	Oro	Oro	--
Nariguera	LaIradelNahual	IDN-113-126-Nariguera	--	--	--	Oro	Oro	--
Senor de Sipan	LaIradelNahual	IDN-114-126-SenordeSipan	--	--	--	Oro	Oro	--
Uxmal	LaIradelNahual	IDN-115-126-Uxmal	--	--	--	Oro	Oro	--
Machu Picchu	LaIradelNahual	IDN-116-126-MachuPicchu	--	--	--	Oro	Oro	--
Zampona	LaIradelNahual	IDN-117-126-Zampona	--	--	--	Oro	Oro	--
Tzolkin	LaIradelNahual	IDN-118-126-Tzolkin	--	--	--	Oro	Oro	--
Craneo de Cristal	LaIradelNahual	IDN-119-126-CraneodeCristal	--	--	--	Oro	Oro	--
Trutruca	LaIradelNahual	IDN-120-126-Trutruca	--	--	--	Oro	Oro	--
Puerta del Sol Tiahuanacu	LaIradelNahual	IDN-121-126-PuertadelSolTiahuanacu	--	--	--	Oro	Oro	--
Nazca	LaIradelNahual	IDN-122-126-Nazca	--	--	--	Oro	Oro	--
Columnas de Thulan	LaIradelNahual	IDN-123-126-ColumnasdeThulan	--	--	--	Oro	Oro	--
Tenochtitlan	LaIradelNahual	IDN-124-126-Tenochtitlan	--	--	--	Oro	Oro	--
El Dorado	LaIradelNahual	IDN-125-126-ElDorado	--	--	--	Oro	Oro	--
Ciudad de los Cesares	LaIradelNahual	IDN-126-126-CiudaddelosCesares	--	--	--	Oro	Oro	--
Los Eddas	Ragnarok	RNK-001-126-LosEddas	--	5	--	Talisman	Real	Tu oponente se descarta de toda su Mano, luego este roba cuatro cartas.
Matador de Gigantes	Ragnarok	RNK-002-126-MatadordeGigantes	--	5	--	Talisman	Real	Todos tus Aliados doblan su fuerza. Por turno.
Galdar	Ragnarok	RNK-003-126-Galdar	--	4	--	Talisman	Real	Copia la habilidad de un Talisman que este en tu Cementerio.
Juramento de los Heroes	Ragnarok	RNK-004-126-JuramentodelosHeroes	--	3	--	Talisman	Real	Por cada Aliado oponente que te haya atacado en el turno anterior podras recuperar el mismo numero de cartas de tu Cementerio y barajarlas con tu Castillo (al azar).
Naglfar	Ragnarok	RNK-005-126-Naglfar	--	4	--	Talisman	Real	Todos los jugadores destruyen todas las cartas en juego. Y tu oponente bota dos cartas de su Castillo.
Espina Somnoliente	Ragnarok	RNK-006-126-EspinaSomnoliente	--	1	--	Talisman	Real	Destruye un Arma o Totem en juego y bota una carta de tu Castillo.
Nidavellir	Ragnarok	RNK-007-126-Nidavellir	--	4	--	Totem	Real	Cuando tu oponente juegue un Aliado, paga su valor y este quedara bajo tu control por el resto del juego.
Lanza de Odin	Ragnarok	RNK-008-126-LanzadeOdin	--	3	--	Arma	Real	Solo puede ser llevada por una Abominacion; siempre que esta Abominacion reciba dano para ser destruida, descartate de una carta para que siga en juego.
Martillo de Thor	Ragnarok	RNK-009-126-MartillodeThor	--	3	--	Arma	Real	Por cada punto de dano que haga este Aliado al Castillo oponente, podras barajar igual numero de cartas de tu Cementerio con tu Castillo (carta unica).
Guantes de Hierro	Ragnarok	RNK-010-126-GuantesdeHierro	--	3	--	Arma	Real	Agrega +1 a la fuerza de su portador. Su portador no recibe dano de combate.
Hodur	Ragnarok	RNK-011-126-Hodur	0	4	Dios	Aliado	Real	Cuando Hodur entra en juego se convierte en una copia total de un Aliado oponente. Este es barajado en su Castillo y no podra ser jugado mientras Hodur este en juego.
Hermod	Ragnarok	RNK-012-126-Hermod	5	5	Dios	Aliado	Real	Cuando entra en juego puedes devolver de tu Cementerio un Dios de cualquier fuerza a tu Castillo.
Nanna	Ragnarok	RNK-013-126-Nanna	1	1	Dios	Aliado	Real	Si algun jugador juega un Talisman puedes destruir esta carta y anular a dicho Talisman.
Nyord	Ragnarok	RNK-014-126-Nyord	3	5	Dios	Aliado	Real	Paga 4 de Oro y busca un Dios de fuerza 4 o menos en tu Castillo, luego ponlo en tu linea de defensa.
Magni	Ragnarok	RNK-015-126-Magni	2	3	Dios	Aliado	Real	Si hace dano al Castillo oponente podras descartarle a tu oponente una carta de su Mano.
Hel	Ragnarok	RNK-016-126-Hel	2	5	Abominacion	Aliado	Real	Todos tus turnos paga su coste y devuelve las cinco cartas superiores de tu Cementerio a tu Castillo, luego barajalo.
Gigantes de Fuego	Ragnarok	RNK-017-126-GigantesdeFuego	5	3	Abominacion	Aliado	Real	Cuando entra en juego puedes ponerle un Arma sin pagar su coste, al final del turno que ataque es destruido (unica).
Brokk	Ragnarok	RNK-018-126-Brokk	3	2	Abominacion	Aliado	Real	Si es la primera carta que pones en juego, podras buscar dos cartas de Oro en tu Castillo y ponerlas en tu Mano.
Gigantes de Hielo	Ragnarok	RNK-019-126-GigantesdeHielo	4	4	Abominacion	Aliado	Real	Mientras este en juego, todas tus Abominaciones despues de atacar vuelven a la linea de defensa y ganan +1 a la fuerza permanentemente.
Nidhogg	Ragnarok	RNK-020-126-Nidhogg	4	4	Abominacion	Aliado	Real	Si hace dano a un Castillo, paga uno de Oro y tu oponente bota una carta de su Castillo a su Cementerio.
Draugar	Ragnarok	RNK-021-126-Draugar	4	4	Abominacion	Aliado	Real	Todos tus Abominaciones pueden atacar cuando entren en juego y mientras este Aliado este en juego.
Ejercito Enano	Ragnarok	RNK-022-126-EjercitoEnano	3	2	Abominacion	Aliado	Real	Solo puede atacar o bloquear si tu oponente tiene menos cartas Oro en juego que tu. Las demas copias de esta carta tienen +1 a la fuerza.
Garm	Ragnarok	RNK-023-126-Garm	2	3	Abominacion	Aliado	Real	Si esta en el Cementerio puedes pagar dos de Oro y ponerlo en juego.
Geri y Freki	Ragnarok	RNK-024-126-GeriyFreki	6	2	Abominacion	Aliado	Real	Solo puede bloquear y no es destruida por habilidades de Armas, Talismanes o Totem.
Hymir	Ragnarok	RNK-025-126-Hymir	10	8	Abominacion	Aliado	Real	Si esta en tu Cementerio la puedes poner en juego pagando 4 de Oro y destruyendo un Aliado de fuerza 4 o superior.
Ratatosk	Ragnarok	RNK-026-126-Ratatosk	3	3	Abominacion	Aliado	Real	Puedes destruir este Aliado para que todas tus cartas ganen + 1 de fuerza permanentemente.
Gandalf	Ragnarok	RNK-027-126-Gandalf	4	3	Abominacion	Aliado	Real	Si ataca junto al Ejercito Enano ellos ganan +1 de fuerza imbloqueable.
Dawn	Ragnarok	RNK-028-126-Dawn	1	3	Barbaro	Aliado	Real	Cuando entra en juego elige una raza tipo de Aliado, gana + 1 de fuerza por cada carta de la misma raza que tenga tu oponente en juego.
Vola	Ragnarok	RNK-029-126-Vola	2	1	Barbaro	Aliado	Real	Si esta carta es bloqueada tu oponente debera destruir un Aliado al Final del turno.
Ragnar Lodbrog	Ragnarok	RNK-030-126-RagnarLodbrog	3	4	Barbaro	Aliado	Real	Cuando entra en juego destruye un Aliado oponente de fuerza 4 o menos.
Einheryar	Ragnarok	RNK-031-126-Einheryar	4	4	Barbaro	Aliado	Real	Cuando entra en juego destruye un Aliado oponente.
Egil Skalla Grimsson	Ragnarok	RNK-032-126-EgilSkallaGrimsson	4	3	Barbaro	Aliado	Real	Mientras este en juego puedes ponerles Armas a tus Barbaros pagando uno menos de Oro.
Nott	Ragnarok	RNK-033-126-Nott	3	3	Barbaro	Aliado	Real	Todos tus Barbaros ganan +2 de fuerza mientras esta carta este en juego.
Mani	Ragnarok	RNK-034-126-Mani	2	2	Barbaro	Aliado	Real	Si ataca, tu oponente debe descartarse de dos cartas de su Castillo. Para evitar esta habilidad tu oponente puede descartarse de tres cartas de su Mano. (Imbloqueable, carta única.)
Sol	Ragnarok	RNK-035-126-Sol	4	3	Barbaro	Aliado	Real	Mientras este en juego, todos tus Barbaros despues de atacar vuelven a la linea de defensa.
Dagur	Ragnarok	RNK-036-126-Dagur	3	3	Barbaro	Aliado	Real	Siempre que juegues este Barbaro podras buscar un Dios en tu Castillo y ponerlo en tu Mano.
Elfos Arqueros	Ragnarok	RNK-037-126-ElfosArqueros	2	2	Barbaro	Aliado	Cortesano	Si es destruida, puedes robar tres cartas de tu Castillo o puedes botar tres cartas del Castillo de tu oponente.
Hyrronkkin	Ragnarok	RNK-038-126-Hyrronkkin	3	2	Barbaro	Aliado	Cortesano	Cuando entra en juego, la proxima carta Aliado que bajes a la linea de defensa te costara -1 de Oro.
Waldganger	Ragnarok	RNK-039-126-Waldganger	--	3	--	Talisman	Cortesano	Devuelve a la Mano un Aliado oponente en juego, luego puedes robar una carta de tu Castillo.
Esposas de los Furibundos	Ragnarok	RNK-040-126-EsposasdelosFuribundos	--	2	--	Talisman	Cortesano	Destruye un Aliado oponente de fuerza mayor a 3.
Nidos de Pesadilla	Ragnarok	RNK-041-126-NidosdePesadilla	--	3	--	Talisman	Cortesano	Busca dos cartas en tu Castillo y tu oponente te descarta de una de ellas. La otra queda en tu Mano.
Herfyoturr	Ragnarok	RNK-042-126-Herfyoturr	--	2	--	Talisman	Cortesano	Los Aliados que porten Armas vuelven a la linea de defensa despues de atacar.
Amuleto de Thor	Ragnarok	RNK-043-126-AmuletodeThor	--	2	--	Talisman	Cortesano	En la fase de ataque los Aliados que no lleven Arma tienen fuerza 0 hasta el final del turno.
Forja de Enanos	Ragnarok	RNK-044-126-ForjadeEnanos	--	3	--	Talisman	Cortesano	Tu oponente descarta cartas de su Castillo hasta que aparezca una carta Oro.
Astucia de Loki	Ragnarok	RNK-045-126-AstuciadeLoki	--	4	--	Talisman	Cortesano	Todos los Aliados imbloqueables son devueltos a la Mano de su dueno.
Metamorfosis de Loki	Ragnarok	RNK-046-126-MetamorfosisdeLoki	--	4	--	Talisman	Cortesano	Los bonos de fuerza se aplican negativamente con un minimo de 0 hasta el final del juego.
Mirada Berserker	Ragnarok	RNK-047-126-MiradaBerserker	--	3	--	Talisman	Cortesano	Todos los jugadores destruyen un Aliado, Arma y Totem que tengan en juego.
Sacrificio de Odin	Ragnarok	RNK-048-126-SacrificiodeOdin	--	3	--	Talisman	Cortesano	Cada Aliado oponente ve disminuida su fuerza a un minimo de 0, por el numero de cartas que tengas en la Mano.
Amor de Valkyria	Ragnarok	RNK-049-126-AmordeValkyria	--	2	--	Talisman	Cortesano	Cuando un Aliado sea destruido juega inmediatamente este Talisman para que dicho Aliado siga en juego. Luego podras robar una carta de tu Castillo.
Espiritus de la Niebla	Ragnarok	RNK-050-126-EspiritusdelaNiebla	--	2	--	Talisman	Cortesano	Tu oponente descarta una carta de su Mano y bota una de su Castillo.
Fimbultyr	Ragnarok	RNK-051-126-Fimbultyr	--	5	--	Talisman	Cortesano	Todos los jugadores se descartan de su Mano y roban 5 cartas de su Castillo.
Draupnir	Ragnarok	RNK-052-126-Draupnir	--	4	--	Talisman	Cortesano	Tu oponente en su proximo turno no podra utilizar o jugar cartas de Oro.
Alfheim	Ragnarok	RNK-053-126-Alfheim	--	2	--	Totem	Cortesano	Tus cartas de Oro en juego no podran ser destruidos.
Vanaheim	Ragnarok	RNK-054-126-Vanaheim	--	3	--	Totem	Cortesano	Tu oponente no puede atacarte mas. Un jugador puede descartar tres cartas de su Castillo y destruir este Totem.
Asgard	Ragnarok	RNK-055-126-Asgard	--	3	--	Totem	Cortesano	Cada vez que tu oponente te destruya una carta, el debe destruirse una carta del mismo tipo.
Niflheim	Ragnarok	RNK-056-126-Niflheim	--	3	--	Totem	Cortesano	Tu oponente en cada turno bota al Cementerio una carta de su Castillo.
Helheim	Ragnarok	RNK-057-126-Helheim	--	4	--	Totem	Cortesano	Siempre que un Dios sea enviado al Cementerio, puedes descartar dos cartas de tu Castillo para que siga en juego.
Yotunheim	Ragnarok	RNK-058-126-Yotunheim	--	3	--	Totem	Cortesano	Cada vez que tu oponente juegue un Aliado debera descartar una carta de su Castillo.
Zapatos de Hierro	Ragnarok	RNK-059-126-ZapatosdeHierro	--	2	--	Arma	Cortesano	Agrega +1 a la fuerza de su portador. Si su portador ataca tu tienes la primera accion de combate.
Gambantein	Ragnarok	RNK-060-126-Gambantein	--	2	--	Arma	Cortesano	Agrega +1 a la fuerza de su portador. Siempre que este Aliado haga dano al Castillo oponente y se resuelva el dano podras ver las tres primeras cartas del Castillo oponente y ordenarlas como quieras.
Arco de Ullr	Ragnarok	RNK-061-126-ArcodeUllr	--	3	--	Arma	Cortesano	Agrega +1 a la fuerza de su portador. Cuando pongas en juego esta Arma podras buscar una carta de Oro de tu Castillo y ponerla en juego, luego puedes robar una carta de tu Castillo.
Espada de Frey	Ragnarok	RNK-062-126-EspadadeFrey	--	3	--	Arma	Cortesano	Agrega +2 a la fuerza de su portador. Cada vez que su portador ataque podras robar una carta extra de tu Castillo al final de tu turno.
Frigg	Ragnarok	RNK-063-126-Frigg	4	4	Dios	Aliado	Cortesano	Cuando entra en juego puedes devolver de tu Cementerio un Dios de fuerza 3 o menos a tu Castillo.
Modi	Ragnarok	RNK-064-126-Modi	1	2	Dios	Aliado	Cortesano	Si es el primer Aliado que pones en juego puede llevar un Arma por 2 menos de Oro.
Baldur	Ragnarok	RNK-065-126-Baldur	3	3	Dios	Aliado	Cortesano	Si es destruido podras buscar una carta en tu Castillo y ponerla en tu Mano.
Hugin y Munin	Ragnarok	RNK-066-126-HuginyMunin	4	4	Abominacion	Aliado	Cortesano	Cuando entra en juego puedes devolver a tu Castillo una carta del Cementerio de valor 3 o menos.
Yormungand	Ragnarok	RNK-067-126-Yormungand	3	3	Abominacion	Aliado	Cortesano	En combate puedes descartarte de una carta de tu Mano para que gane +1 de fuerza.
Aegir	Ragnarok	RNK-068-126-Aegir	2	3	Abominacion	Aliado	Cortesano	Cuando entra en juego tu oponente baraja en su Castillo un Aliado que tenga en juego.
Vavtrudnir	Ragnarok	RNK-069-126-Vavtrudnir	2	2	Abominacion	Aliado	Cortesano	Si es la primera carta que pones en juego podras buscar un Totem en tu Castillo y ponerlo en tu Mano.
Byleist	Ragnarok	RNK-070-126-Byleist	1	3	Abominacion	Aliado	Cortesano	No tiene limite de Armas. Cada vez que se le coloque un Arma a este Aliado podras robar una carta extra en este turno.
Sleipnir	Ragnarok	RNK-071-126-Sleipnir	3	1	Abominacion	Aliado	Cortesano	Solo si tienes menos Aliados que tu oponente puedes poner esta carta en juego.
Rugnir	Ragnarok	RNK-072-126-Rugnir	4	2	Abominacion	Aliado	Cortesano	Siempre que bloquee a un Aliado oponente deberas buscar un Oro en tu Castillo y ponerlo en tu Mano.
Surt	Ragnarok	RNK-073-126-Surt	2	2	Abominacion	Aliado	Vasallo	Cuando entra en juego puedes destruir un Totem.
Trivaldi	Ragnarok	RNK-074-126-Trivaldi	2	3	Barbaro	Aliado	Vasallo	Cuando entra en juego destruye un Aliado oponente de fuerza 3 o menos.
Cuernos de Adumla	Ragnarok	RNK-075-126-CuernosdeAdumla	--	2	--	Talisman	Vasallo	Puedes buscar una carta de Oro en tu Castillo y ponerla en juego. Este Oro no afecta el limite de Oros por turno.
Runas	Ragnarok	RNK-076-126-Runas	--	4	--	Talisman	Vasallo	Ambos jugadores roban cartas de su Castillo hasta tener 8 cartas en la Mano.
Fuente de Mimir	Ragnarok	RNK-077-126-FuentedeMimir	--	4	--	Talisman	Vasallo	Destruye cualquier carta en juego que no sea Oro y luego puedes robar una carta.
Suplicio de Loki	Ragnarok	RNK-078-126-SupliciodeLoki	--	3	--	Talisman	Vasallo	La fuerza de un Aliado en juego se reduce en 3 con un minimo de 0.
Hidromiel	Ragnarok	RNK-079-126-Hidromiel	--	2	--	Talisman	Vasallo	Elige 3 cartas en tu Cementerio y barajalas con tu Castillo. Luego roba 2 cartas.
Holmgang	Ragnarok	RNK-080-126-Holmgang	--	3	--	Talisman	Vasallo	En tu turno elige un Aliado oponente, en el proximo turno debera atacarte; si no puede hacerlo, destruyelo.
Fuente de Urd	Ragnarok	RNK-081-126-FuentedeUrd	--	3	--	Talisman	Vasallo	En tu turno, tu oponente destruye todos los Aliados que te hayan atacado en el turno anterior.
Cadena Gleipnir	Ragnarok	RNK-082-126-CadenaGleipnir	--	3	--	Talisman	Vasallo	En la fase de ataque todos los Aliados pierden sus bonos de fuerza hasta el final del turno.
Fuente de Hvergelmir	Ragnarok	RNK-083-126-FuentedeHvergelmir	--	0	--	Talisman	Vasallo	Mira la Mano de tu oponente, despues podras robar una carta de tu Castillo.
Funeral Vikingo	Ragnarok	RNK-084-126-FuneralVikingo	--	3	--	Talisman	Vasallo	Destruye un Aliado con Arma.
Midgard	Ragnarok	RNK-085-126-Midgard	--	3	--	Totem	Vasallo	Tus Aliados despues de atacar vuelven a la linea de defensa.
Muspellsheimm	Ragnarok	RNK-086-126-Muspellsheimm	--	5	--	Totem	Vasallo	Una vez por turno paga 4 de Oro y destruye una carta en juego que no sea una carta de Oro.
Cinturon de Thor	Ragnarok	RNK-087-126-CinturondeThor	--	2	--	Arma	Vasallo	Agrega +1 a la fuerza de su portador. Puedes tener mas de tres copias de esta Arma.
Hacha Danesa	Ragnarok	RNK-088-126-HachaDanesa	--	2	--	Arma	Vasallo	--
Yelmo Escandinavo	Ragnarok	RNK-089-126-YelmoEscandinavo	--	3	--	Arma	Vasallo	Descarta una Carta de tu Mano para que este Aliado gane +1 de fuerza.
Niorun	Ragnarok	RNK-090-126-Niorun	2	2	Dios	Aliado	Vasallo	Cuando entra en juego puedes devolver de tu Cementerio un Dios de fuerza 1 o menos a tu Castillo.
Eir	Ragnarok	RNK-091-126-Eir	3	3	Dios	Aliado	Vasallo	Cuando entra en juego puedes devolver de tu Cementerio un Dios de fuerza 2 o menos a tu Castillo.
Sif	Ragnarok	RNK-092-126-Sif	2	2	Dios	Aliado	Vasallo	Si es destruido, tu oponente baraja una carta de Aliado en juego en su Castillo.
Heimdal	Ragnarok	RNK-093-126-Heimdal	2	3	Dios	Aliado	Vasallo	Si va al Cementerio desde el juego descarta una carta de tu Mano para que siga en juego.
Freya	Ragnarok	RNK-094-126-Freya	1	1	Dios	Aliado	Vasallo	Si esta en la linea de ataque puede volver a la linea de defensa para bloquear.
Idunn	Ragnarok	RNK-095-126-Idunn	1	3	Dios	Aliado	Vasallo	Por cada Oro que tengas en tu Cementerio gana +1 de fuerza.
Bragi	Ragnarok	RNK-096-126-Bragi	2	4	Dios	Aliado	Vasallo	Destruye un Oro que tengas en juego y gana +2 de fuerza.
Nerthus	Ragnarok	RNK-097-126-Nerthus	1	1	Dios	Aliado	Vasallo	Si es destruido podras barajarlo de nuevo en tu Castillo.
Frey	Ragnarok	RNK-098-126-Frey	1	2	Dios	Aliado	Vasallo	Cuando esta en juego tu Mano aumenta en una carta mas (una vez por juego).
Ullr	Ragnarok	RNK-099-126-Ullr	3	1	Dios	Aliado	Vasallo	Puede atacar cuando entra en juego pero si asi lo hace descarta una carta de tu Mano.
Yord	Ragnarok	RNK-100-126-Yord	4	4	Dios	Aliado	Vasallo	--
Snotra	Ragnarok	RNK-101-126-Snotra	3	3	Dios	Aliado	Vasallo	--
Tyr	Ragnarok	RNK-102-126-Tyr	5	5	Dios	Aliado	Vasallo	--
Forseti	Ragnarok	RNK-103-126-Forseti	2	4	Dios	Aliado	Vasallo	Paga uno de Oro y podras robar una carta extra (una vez por turno).
Kvasir	Ragnarok	RNK-104-126-Kvasir	1	1	Dios	Aliado	Vasallo	--
Vidar	Ragnarok	RNK-105-126-Vidar	1	3	Dios	Aliado	Vasallo	Paga uno de Oro y gana +1 de fuerza.
Skadi	Ragnarok	RNK-106-126-Skadi	3	3	Dios	Aliado	Vasallo	--
Tyra	Ragnarok	RNK-107-126-Tyra	2	1	Dios	Aliado	Vasallo	Solo puede bloquear.
Fenoeiself	Ragnarok	RNK-108-126-Fenoeiself	2	2	Abominacion	Aliado	Vasallo	Cuando entra en juego puedes devolver a tu Castillo una carta del Cementerio de valor 1 o menos.
Hraesvelg	Ragnarok	RNK-109-126-Hraesvelg	3	3	Abominacion	Aliado	Vasallo	Cuando entra en juego puedes devolver a tu Castillo una carta del Cementerio de valor 2 o menos.
Mimir	Ragnarok	RNK-110-126-Mimir	1	1	Abominacion	Aliado	Vasallo	--
Gyallarhorn	Ragnarok	RNK-111-126-Gyallarhorn	--	--	--	Oro	Oro	Si este Oro es destruido puedes buscar dos cartas de Oro en tu Castillo y ponerlas en juego.
Halatafl	Ragnarok	RNK-112-126-Halatafl	--	--	--	Oro	Oro	Destruye este Oro y un Aliado en juego tendra fuerza 0 por este turno.
Drakkar	Ragnarok	RNK-113-126-Drakkar	--	--	--	Oro	Oro	Este Oro solo genera dos Oros para Armas, Totem o Talismanes.
Ataud de Marfil	Ragnarok	RNK-114-126-AtauddeMarfil	--	--	--	Oro	Oro	Puedes destruir este Oro para que genere el doble por este turno.
Arqueta de Oro	Ragnarok	RNK-115-126-ArquetadeOro	--	--	--	Oro	Oro	--
Collar Brising	Ragnarok	RNK-116-126-CollarBrising	--	--	--	Oro	Oro	--
